# Columns: lon, lat, SWA_source_to_station_geometric_mean, num_nodes
-16.5236, 64.9908, 3.51, 7679
-16.5246, 65.0087, 2.81, 8870
-16.5256, 65.0266, 2.26, 13287
-16.5267, 65.0446, 2.57, 43346
-16.5277, 65.0625, 2.29, 28034
-16.5287, 65.0805, 1.89, 26650
-16.5298, 65.0984, 1.39, 17924
-16.5308, 65.1163, 1.29, 17957
-16.5318, 65.1343, 1.46, 24049
-16.5329, 65.1522, 1.63, 22670
-16.5339, 65.1701, 1.64, 9431
-16.5349, 65.1881, 1.37, 317
-16.5360, 65.2060, 3.60, 2
-16.4802, 64.9732, 2.34, 1
-16.4812, 64.9912, 2.94, 34
-16.4822, 65.0091, 1.88, 547
-16.4832, 65.0271, 1.78, 1859
-16.4842, 65.0450, 2.00, 4374
-16.4852, 65.0629, 2.11, 6675
-16.4862, 65.0809, 2.18, 10972
-16.4872, 65.0988, 1.80, 6806
-16.4882, 65.1168, 1.75, 7579
-16.4892, 65.1347, 1.68, 9547
-16.4902, 65.1526, 1.48, 16078
-16.4912, 65.1706, 1.51, 30709
-16.4922, 65.1885, 1.50, 9912
